gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
32219,12/31/22,PETQ,PETIQ INC,370.112,818.896,28.975,33.237,149.49,607.103,-164.957,921.513,9.22,35,267.15
32233,12/31/22,DARE,DARE BIOSCIENCE INC,43.039,43.826,84.825,-31.432,31.624,32.714,-141.426,10,0.83,35,70.405
32245,12/31/22,ALPN,ALPINE IMMUNE SCIENCES INC,240.993,286.686,45.984,-58.147,57.996,107.266,-225.082,30.064,7.35,35,337.982
32247,9/30/22,NMTC,NEUROONE MED TECHNOLOGIES CO,12.176,12.823,16.217,-10.031,3.099,3.219,-50.827,2.12,1.2,35,19.46
32267,12/31/22,MTEM,MOLECULAR TEMPLATES,68.298,97.548,56.352,-88.441,57.082,112.68,-444.834,19.754,0.328,35,18.483
32316,12/31/22,JAGX,JAGUAR HEALTH INC,22.321,47.452,322.715,-34.415,30.339,48.808,-267.628,11.956,0.0869,35,28.044
32334,12/31/22,ZLAB,ZAI LAB LTD,1124.336,1220.14,96.022,-404.357,139.842,174.545,-1835.675,215.04,30.7,35,2947.875
32365,12/31/22,SYBX,SYNLOGIC INC,79.782,110.865,66.736,-67.419,12.122,28.255,-357.18,1.18,0.76,35,50.719
32383,12/31/22,DCPH,DECIPHERA PHRMCTAL INC,392.958,454.039,67.637,-182.722,86.469,112.348,-1234.346,134.036,16.39,35,1108.57
32451,12/31/22,OPTN,OPTINOSE INC,140.484,144.222,111.493,-55.896,178.73,200.846,-684.977,76.276,1.85,35,206.262
32525,12/31/22,SPRO,SPERO THERAPEUTICS INC,113.57,124.802,52.456,-30.567,21.649,48.868,-413.878,53.509,1.73,35,90.749
32674,12/31/22,CUE,CUE BIOPHARMA,77.187,91.283,43.043,-53.501,11.549,25.601,-250.553,1.245,2.85,35,122.673
32715,12/31/22,ARCT,ARCTURUS THERAPETCS HOLD INC,403.333,450.387,26.555,12.177,126.984,180.075,-338.141,205.999,16.96,35,450.373
32731,12/31/22,TSNDF,TERRASCEND CORP,121.993,701.587,259.625,-19.069,137.905,380.416,-616.175,249.258,1.13,35,293.376
32749,12/31/22,ENTX,ENTERA BIO LTD,12.849,13.127,28.81,-13.068,1.341,1.373,-95.456,0.134,0.73,35,21.031
32775,12/31/22,DNLI,DENALI THERAPEUTCS INC,1372.319,1460.242,135.966,-340.744,363.922,417.812,-977.873,108.463,27.81,35,3781.214
32792,12/31/22,QTRX,QUANTERIX CORP,381.403,434.199,37.28,-72.357,30.958,75.259,-404.785,105.522,13.85,35,516.328
32809,12/31/22,AMEH,APOLLO MEDICAL HOLDING INC,428.125,966.213,46.576,104.265,148.61,407.666,182.417,1144.163,29.59,35,1378.184
32852,12/31/22,AKUMQ,AKUMIN INC,191.945,1765.115,89.812,39.807,168.518,1623.824,-280.112,749.631,0.7188,35,64.557
32860,12/31/22,VMD,VIEMED HEALTHCARE,39.742,117.043,38.05,7.609,18.861,19.949,69.846,138.832,7.56,35,287.658
32872,3/31/22,SXTC,CHINA SXT PHARMACEUTICALS,22.452,33.546,40.628,-5.19,17.121,17.121,-14.732,2.602,0.6503,35,26.42
32894,12/31/22,SLDB,SOLID BIOSCIENCES INC,219.638,260.252,19.557,-94.404,22.508,48.586,-562.806,8.094,5.38,35,105.217
32897,12/31/22,SLGL,SOL GEL TECHNOLOGIES LTD,43.055,46.628,23.129,-16.244,3.329,4.415,-193.065,3.883,4.5599,35,105.466
32901,12/31/22,SLS,SELLAS LIFE SCIENCES GROUP I,17.756,20.943,21.005,-31.95,15.515,16.092,-179.904,1,2.36,35,49.572
32919,12/31/22,EOLS,EVOLUS INC,100.802,177.983,56.261,-57.575,46.509,159.484,-497.631,148.616,7.51,35,422.52
32941,12/31/22,BTAI,BIOXCEL THERAPEUTICS INC,202.868,205.853,28.147,-159.645,32.898,129.078,-411.545,0.375,21.48,35,604.598
32961,12/31/22,EVFM,EVOFEM BIOSCIENCES INC,12.699,25.163,123.098,-83.724,93.83,96.963,-889.167,16.837,0.064,35,7.878
33114,12/31/22,VXRT,VAXART INC,99.451,153.847,134.199,-110.333,17.921,43.25,-327.408,0.107,0.9609,35,128.952
33127,12/31/22,FZMD,FUSE MEDICAL INC,13.765,19.763,73.896,-0.815,12.388,20.074,-2.518,18.645,0.15,35,11.084
33133,12/31/22,RCUS,ARCUS BIOSCIENCES INC,1067,1345,72.9,-280,193,688,-549,112,20.68,35,1507.572
33227,12/31/22,HLTRF,HLS THERAPEUTICS INC,44.374,241.652,32.356,-13.497,31.19,116.334,-153.709,61.467,7.25,35,234.581
33240,12/31/22,FIXX,HOMOLOGY MEDICINES INC,181.015,228.47,57.484,-133.281,22.576,50.492,-429.541,3.208,1.26,35,72.43
33317,12/31/22,UBX,UNITY BIOTECHNOLOGY INC,96.535,124.35,14.215,-55.672,19.62,57.502,-460.202,0.236,2.74,35,38.949
33435,12/31/22,INSP,INSPIRE MEDICAL SYSTEM,530.032,564.876,29.008,-47.592,61.186,68.868,-324.356,407.856,251.88,35,7306.535
33445,12/31/22,SRRK,SCHOLAR ROCK HOLDNG CRP,328.024,358.168,51.673,-132.47,36.389,97.933,-511.516,33.193,9.05,35,467.641
33447,12/31/22,KNSA,KINIKSA PHRMCETCLS LTD,243.06,459.672,69.698,9.773,47.066,63.523,-491.99,220.18,14.98,35,1044.076
33499,12/31/22,XCUR,EXICURE INC,10.051,23.328,4.966,-1.343,1.639,8.406,-172.649,28.826,1.15,35,5.711
33549,12/31/22,ICCT,ICORECONNECT INC,1.092,6.556,181.321,-4.803,6.799,9.058,-88.875,7.988,0.089,35,16.138
33595,12/31/22,MGTX,MEIRAGTX HOLDINGS,154.339,318.237,48.477,-116.523,82.072,200.499,-464.157,15.92,6.52,35,316.07
33597,12/31/22,VRCA,VERRICA PHARMACEUTICAL,39.115,44.721,41.094,-21.296,3.459,4.688,-163.453,9.032,2.75,35,113.009
33614,12/31/22,ECOR,ELECTROCORE INC,21.173,24.756,71.173,-22.635,7.045,7.67,-146.439,8.592,0.25675,35,18.274
33635,12/31/22,AUTL,AUTOLUS THERAPEUTICS -ADR,425.771,490.274,173.075,-167.531,46.366,191.6,-709.077,6.36,1.9,35,328.843
33660,12/31/22,XERS,XERIS BIOPHARMA HOLDINGS INC,186.818,344.522,136.273,-80.452,73.621,299.335,-554.793,110.248,1.33,35,181.243
33665,12/31/22,GTBIF,GREEN THUMB INDUSTRIES INC,351.351,2433.528,207.282,174.367,146.571,768.096,-21.874,1017.375,8.64,35,1790.916
33698,12/31/22,STIM,NEURONETICS INC,98.769,116.884,27.268,-30.811,33.199,59.824,-345.892,65.206,6.87,35,187.331
33723,12/31/22,CRNX,CRINETICS PHARMCTCL INC,345.184,352.176,53.877,-168.682,27.723,35.848,-443.104,4.737,18.3,35,985.949
33743,12/31/22,AQST,AQUESTIVE THERAPETC INC,39.888,57.07,54.828,-42.066,39.528,175.624,-311.207,47.68,0.9021,35,49.46
33749,12/31/22,BNGO,BIONANO GENOMICS INC,157.298,307.502,297.183,-129.622,35.884,58.104,-349.839,27.802,1.46,35,433.887
33779,12/31/22,ESTA,ESTABLISHMNT LBS HLDNG,149.904,211.061,24.408,-39.658,38.959,219.246,-278.879,161.7,65.65,35,1602.385
33780,12/31/22,VCNX,VACCINEX INC,7.478,7.977,49.881,-19.906,2.537,2.784,-319.676,0.275,0.6445,35,32.148
33801,12/31/22,PLNH,PLANET 13 HLDGS INC,70.499,233.63,220.47,-14.768,15.375,42.741,-121.134,104.574,0.61,35,134.487
33810,12/31/22,LQDA,LIQUIDIA CORP,99.811,129.198,64.518,-38.77,8.8,38.776,-350.596,15.935,6.37,35,410.98
33824,12/31/22,VTAK,CATHETER PRECISION INC,16.836,16.836,2.161,-22.745,7.576,7.576,-205.137,0.014,5.89,35,12.728
33855,12/31/22,ARDS,ARIDIS PHARMACEUTICALS,11.626,14.695,27.034,-29.993,36.898,38.927,-190.615,3.091,1.18,35,31.9
33955,12/31/22,ELAN,ELANCO ANIMAL HLTH INC,3279,15491,474.238,384,1702,8202,-1449,4411,12.22,35,5795.188
33997,12/31/22,ETON,ETON PHARMACEUTICALS,20.004,25.03,25.353,-8.26,6.461,11.952,-103.134,21.251,2.82,35,71.495
34065,12/31/22,STRO,SUTRO BIOPHARMA INC,353.153,406.944,57.5,-128.943,66.547,189.896,-453.233,67.772,8.08,35,464.6
34077,12/31/22,ARVN,ARVINAS INC,1240.2,1268.8,53.2,-263.2,295.1,703.9,-984.6,131.4,34.21,35,1819.972
34078,12/31/22,INMB,INMUNE BIO INC,64.675,81.795,17.946,-25.862,10.918,21.691,-91.713,0.374,6.34,35,113.778
34082,12/31/22,GRTS,GRITSTONE BIO INC,182.878,240.754,86.895,-120.428,34.801,69.973,-521.151,19.945,3.45,35,299.788
34102,12/31/22,GH,GUARDANT HEALTH INC,1191.594,1609.985,102.619,-534.844,193.22,1549.805,-1681.935,449.538,27.2,35,2791.237
34103,12/31/22,APM,APTORUM GROUP LIMITED,7.068,20.867,35.708,-17.509,12.503,13.034,-65.303,1.296,0.5501,35,19.643
34107,12/31/22,CWBHF,CHARLOTTES WEB HLDGS INC,103.761,187.642,152.135,-50.649,21.427,110.137,-247.927,74.139,0.51833,35,78.856
34135,12/31/22,YMAB,Y MABS THERAPEUTICS INC,130.447,141.456,43.67,-94.811,28.284,32.235,-434.712,65.267,4.88,35,213.11
34144,12/31/22,ATPC,AGAPE ATP CORP,2.029,2.792,75.452,-1.532,1.229,1.229,-4.937,1.857,4.01,35,302.563
34160,12/31/22,RVLPQ,RVL PHARMACEUTICALS PLC,56.975,128.51,99.161,-42.7,19.723,77.417,-569.222,49.721,1.12,35,111.06
34161,12/31/22,ALLO,ALLOGENE THERAPEUTICS,528.824,817.079,144.438,-335.449,54.518,151.209,-1245.906,0.243,6.29,35,908.515
34163,12/31/22,BACK,IMAC HOLDINGS INC,4.208,11.082,32.935,-9.849,3.715,6.431,-46.52,16.186,0.1995,35,6.571
34164,12/31/22,EQ,EQUILLIUM INC,76.735,78.421,34.414,-37.927,32.038,46.479,-172.329,15.759,1.06,35,36.479
34193,12/31/22,SIBN,SI-BONE INC,137.611,157.552,34.732,-59.609,21.178,59.25,-356.873,106.409,13.6,35,472.355
34214,12/31/22,TCNNF,TRULIEVE CANNABIS CORP,592.952,3399.048,185.988,174.843,209.703,1471.344,-113.843,1239.812,7.57,35,1407.929
34221,12/31/22,NGM,NGM BIOPHARMACEUTICAL INC,288.859,307.402,81.885,-166.249,47.842,47.842,-581.935,55.333,5.02,35,411.063
34241,9/30/22,TWST,TWIST BIOSCIENCE CORP,596.483,961.378,56.523,-247.521,90.663,171.993,-830.259,203.565,23.81,35,1345.813
34242,12/31/22,GBNH,GREENBROOK TMS INC,19.043,100.446,29.437,-28.494,37.147,131.042,-147.015,69.104,1.93,35,56.813
34327,12/31/22,VAPO,VAPOTHERM INC,59.901,96.195,28.516,-76.787,19.564,124.385,-490.159,66.801,2.7,35,76.993
34342,12/31/22,AXNX,AXONICS INC,465.075,659.353,49.547,-42.098,65.247,89.214,-399.411,273.702,62.53,35,3098.174
34353,12/31/22,CURLF,CURALEAF HOLDINGS INC,605.334,3397.919,717.491,-12.372,491.079,1997.102,-878.149,1336.342,4.2973,35,3083.274
34361,12/31/22,ORTX,ORCHARD THERAPEUTICS PLC,168.145,218.907,126.947,-125.307,60.567,120.643,-874.866,22.655,0.371,35,47.097
34410,12/31/22,MRNA,MODERNA INC,13431,25858,385,9470,4923,6735,17950,19263,179.62,35,69153.7
34469,12/31/22,AGE,AGEX THERAPEUTICS,2.453,3.241,37.949,-6.975,10.078,20.556,-116.21,0.034,0.5519,35,20.944
34488,10/31/22,GRUSF,GROWN ROGUE INTL INC,7.91,16.371,170.633,1.448,5.316,7.431,-21.431,17.757,0.1033,35,17.626
34504,12/31/22,CRLBF,CRESCO LABS INC,326.046,1583.692,301.731,66.626,280.866,996.009,-1077.591,842.681,1.8,35,543.116
34562,12/31/22,ORGO,ORGANOGENESIS HOLDINGS INC,222.609,449.359,130.919,32.004,75.023,183.69,-45.301,453.493,2.69,35,352.172
34587,12/31/22,HARP,HARPOON THERAPEUTICS,54.727,73.729,35.787,-66.739,52.433,68.33,-352.526,31.915,0.7257,35,25.971
34609,12/31/22,PSTX,POSEIDA THERAPEUTICS,298.563,351.837,85.964,-59.346,53.885,164.242,-471.01,130.492,5.3,35,455.609
34616,12/31/22,ALEC,ALECTOR INC,726.435,787.648,82.896,-137.834,93.809,573.206,-584.262,133.617,9.23,35,765.13
34621,9/30/22,YCBD,CBDMD INC,16.012,40.792,60.666,-17.221,5.287,9.368,-147.424,35.403,0.227,35,13.771
34624,12/31/22,NXGL,NEXGEL INC,7.505,10.357,5.578,-3.348,0.859,2.72,-11.558,2.048,1.25,35,6.973
34650,12/31/22,HCANF,HALO COLLECTIVE INC,19.077,56.891,49.957,-33.397,13.605,27.457,-250.735,24.539,0.03,35,1.499
34746,12/31/22,CYCN,CYCLERION THERAPEUTICS,14.82,18.079,43.519,-44.372,7.627,7.627,-259.174,1.625,0.6562,35,28.557
34766,12/31/22,WORX,SCWORX CORP,0.881,9.247,13.01,-2.126,2.322,2.47,-25.258,4.038,0.396,35,5.152
34854,12/31/22,SWAV,SHOCKWAVE MEDICAL INC,459.263,646.089,36.236,124.134,63.374,134.773,-37.68,489.733,205.61,35,7450.484
34882,12/31/22,SILK,SILK ROAD MEDICAL INC,254.898,269.685,38.356,-52.004,24.488,105.81,-343.878,138.638,52.85,35,2027.115
34883,12/31/22,DTIL,PRECISION BIOSCIENCES,199.105,238.169,110.964,-100.366,59.664,177.736,-428.312,25.098,1.19,35,132.047
35014,12/31/22,HOOK,HOOKIPA PHARMA INC,147.196,170.454,54.717,-73.155,35.632,67.937,-294.837,14.249,0.81,35,44.321
35056,12/31/22,ALC,ALCON INC,5193,29209,491.8,1041,2782,9532,19657,8717,68.55,35,33712.89
35062,12/31/22,TMDX,TRANSMEDICS GROUP INC,252.294,277.147,32.141,-31.437,23.661,89.772,-478.902,93.459,61.72,35,1983.743
35065,12/31/22,AVTR,AVANTOR INC,2657.9,13464.3,674.3,1130.2,1658.8,8608.9,1070.1,7512.4,21.09,35,14220.987
35100,12/31/22,MIST,MILESTONE PHARMACEUTICLS INC,71.803,74.483,34.286,-59.642,6.139,8.135,-231.989,5,3.96,35,135.773
35119,12/31/22,CBSTF,CANNABIST CO HOLDINGS INC,237.177,994.726,401.248,-75.915,203.118,787.823,-904.003,511.578,0.75,35,300.936
35121,12/31/22,SEQL,SEQLL INC,6.635,8.414,11.886,-3.997,1.228,4.047,-18.486,0.079,0.2907,35,3.455
35136,12/31/22,IDYA,IDEAYA BIOSCIENCES INC,370.454,387.969,48.193,-62.502,31.718,38.514,-238.274,50.931,18.17,35,875.667
35137,12/31/22,BCYC,BICYCLE THERAPEUTICS PLC,369.383,410.609,29.874,-116.653,53.342,139.826,-330.709,14.463,29.6,35,884.27
35251,12/31/22,AYRWF,AYR WELLNESS INC,213.527,1763.88,70.649,-79.704,228.994,928.556,-507.402,465.618,1.2,35,84.779
35254,12/31/22,PSNL,PERSONALIS INC,199.699,292.7,46.707,-113.531,33.131,74.561,-361.322,65.047,1.98,35,92.48
35255,12/31/22,STOK,STOKE THERAPEUTICS INC,244.07,256.067,39.44,-104.356,31.394,71.218,-298.325,12.405,9.23,35,364.031
35264,12/31/22,BBIO,BRIDGEBIO PHARMA INC,548.853,623.036,150.626,-468.437,121.428,1867.96,-1918.477,77.648,7.62,35,1147.77
35279,12/31/22,ADPT,ADAPTIVE BIOTECH CORP,562.146,856.617,143.105,-198.586,109.788,392.519,-923.198,185.308,7.64,35,1093.322
35280,12/31/22,MORF,MORPHIC HOLDING INC,362.182,368.589,38.585,-63.396,17.126,19.47,-300.434,70.808,26.75,35,1032.149
35290,12/31/22,KRTX,KARUNA THERPEUTICS INC,1154.769,1163.334,34.474,-289.676,33.946,37.096,-567.497,10.637,196.5,35,6774.141
35306,12/31/22,INBX,INHIBRX INC,280.493,290.875,43.564,-129.117,27.576,232.818,-372.373,2.192,24.64,35,1073.417
35320,12/31/22,ONCT,ONCTERNAL THERAPEUTICS INC,67.29,68.651,57.464,-44.947,7.682,7.682,-158.291,1.49,1,35,57.464
35323,12/31/22,JUSHF,JUSHI HOLDINGS INC,70.051,529.341,196.686,-51.692,107.628,483.45,-444.742,284.284,0.762,35,149.875
35375,12/31/22,MIRM,MIRUM PHARMACEUTICALS INC,190.225,352.906,36.956,-131.22,64.729,210.869,-393.041,77.062,19.5,35,720.642
35376,12/31/22,FULC,FULCRUM THERAPEUTICS INC,207.519,226.685,52.099,-112.134,16.725,27.743,-413.135,6.342,7.28,35,379.281
35377,1/31/22,PHR,PHREESIA INC,386.349,494.476,51.795,-116.559,68.432,77.196,-429.938,213.233,41.66,35,2157.78
35391,12/31/22,HCAT,HEALTH CATALYST INC,427.795,752.286,55.262,-122.888,82.51,327.276,-999.671,276.236,10.63,35,587.435
35396,12/31/22,CSTL,CASTLE BIOSCIENCES INC,292.288,447.329,26.554,-89.431,36.128,48.179,-161.286,137.039,23.54,35,625.081
35429,12/31/22,RAPT,RAPT THERAPEUTICS INC,252.694,266.209,34.254,-85.795,14.224,21.043,-367.91,1.527,19.8,35,678.229
35472,12/31/22,EMMA,EMMAUS LIFE SCIENCES INC,6.289,48.225,49.584,-6.586,54.323,82.316,-254.956,18.39,0.2603,35,12.907
35497,12/31/22,NVST,ENVISTA HOLDINGS CORP,1424.6,6587,163.2,376.5,1236.7,2380.1,506.3,2569.1,33.67,35,5494.944
35543,12/31/22,OPCH,OPTION CARE HEALTH INC,994.339,3112.936,181.958,240.231,565.351,1726.833,211.582,3944.735,30.09,35,5475.116
35544,12/31/22,INMD,INMODE LTD,629.371,644.409,82.545,197.854,82.02,89.791,488.014,454.271,35.7,35,2946.857
35602,12/31/22,SDCCQ,SMILEDIRECTCLUB INC,297.419,597.063,124.786,-241.156,116.8,982.261,-363.675,470.743,0.3522,35,43.95
35611,12/31/22,TFFP,TFF PHARMACEUTICALS INC,19.025,24.12,36.193,-31.797,1.131,1.241,-97.227,0.496,1.05,35,38.003
35632,12/31/22,FRTX,FRESH TRACKS THERAPEUTIC INC,10.083,10.271,3.019,-21.534,3.077,3.077,-166.469,6.943,1.5,35,4.529
35638,12/31/22,VIR,VIR BIOTECHNOLOGY INC,2519.077,2802.088,133.237,840.068,511.029,724.125,368.115,1615.797,25.31,35,3372.228
35639,12/31/22,IGMS,IGM BIOSCIENCES INC,438.421,513.499,43.082,-227.956,44.685,226.236,-575.527,1.069,17.01,35,732.825
35640,12/31/22,TXG,10X GENOMICS INC,635.035,1028.98,115.195,-163.728,130.957,223.237,-1033.656,516.409,36.44,35,4197.706
35642,12/31/22,PNTG,PENNANT GROUP INC (THE),73.822,512.119,29.692,21.732,70.247,386.462,21.284,473.241,10.98,35,326.018
35649,12/31/22,ADCT,ADC THERAPEUTICS SA,446.015,529.168,80.643,-120.826,98.957,440.441,-974.68,209.908,3.84,35,309.669
35653,12/31/22,BNTX,BIONTECH SE,23428.967,24879.357,243.215,13483.789,3153.431,3445.09,20148.676,18500.569,150.22,35,36535.757
35708,12/31/22,PGNY,PROGYNY INC,433.856,542.986,93.301,23.341,159.536,166.018,28.435,786.913,31.15,35,2906.326
35714,12/31/22,BEAM,BEAM THERAPEUTICS INC,1092.896,1341.714,71.277,-338.479,223.595,608.24,-1059.792,60.92,39.11,35,2787.643
35729,12/31/22,FDMT,4D MOLECULAR THER INC,220.511,261.846,32.627,-110.032,15.731,30.509,-315.686,3.129,22.21,35,724.646
35730,12/31/22,AIH,AESTHETIC MEDICAL INTERNATIO,11.251,79.217,31.348,-3.083,78.849,97.468,-169.183,97.154,1.29,35,40.439
35779,12/31/22,TELA,TELA BIO INC,62.447,67.855,19.165,-39.007,12.403,53.55,-274.075,41.418,11.5,35,220.398
35780,12/31/22,CNTG,CENTOGENE NV,63.945,99.192,27.596,-43.004,26.361,91.272,-150.976,50.736,0.93,35,25.664
35796,12/31/22,BXRX,BAUDAX BIO INC,6.347,10.032,1.624,-35.743,21.46,34.274,-190.904,1.269,3.18,35,5.164
35824,12/31/22,NUTX,NUTEX HEALTH INC,97.974,431.752,650.224,-4.579,54.863,311.425,-363.286,219.294,1.9,35,1235.426
35831,12/31/22,FRES,FRESH2 GROUP LTD -ADS,1.986,5.867,3.531,-12.199,6.13,7.23,-83.118,1.746,4.68,35,16.525
35835,9/30/22,QLI,QILIAN INTERNATI HOL GRP LTD,30.034,64.527,35.75,2.102,9.181,9.564,16.582,64.855,0.73891,35,26.416
35850,12/31/22,VERO,VENUS CONCEPT INC,84.008,125.378,77.125,-33.332,39.595,116.64,-224.105,99.497,0.32,35,24.68
35852,12/31/22,AHCO,ADAPTHEALTH CORP,585.308,5219.587,134.435,220.648,456.214,3061.829,34.988,2970.595,19.22,35,2583.841
35890,12/31/22,GTH,GENETRON HOLD LTD -ADS,102.789,141.41,91.394,-92.841,56.526,61.905,-910.701,94.344,1.12,35,102.361
35958,12/31/22,ADTX,ADITXT INC,4.744,10.735,4.305,-23.189,3.644,5.529,-95.04,0.934,1.1546,35,4.971
35995,12/31/22,FFNTF,4FRONT VENTURES CORP,53.267,344.732,643.416,-24.836,77.45,316.381,-335.755,118.577,0.2335,35,150.238
36028,12/31/22,ARQT,ARCUTIS BIOTHERAPEUTICS INC,437.406,449.274,61.037,-271.907,37.807,239.693,-720.85,3.686,14.8,35,903.348
36051,12/31/22,SDGR,SCHRODINGER INC,533.989,688.587,71.328,-145.517,108.799,240.682,-381.52,180.955,18.69,35,1333.12
36083,12/31/22,RVMD,REVOLUTION MEDICINES INC,660.185,811.93,90.412,-258.279,61.984,126.742,-703.121,35.38,23.82,35,2153.614
36096,8/31/22,ALID,ALLIED CORP,1.242,5.79,93.968,-14.306,6.907,7.072,-35.29,0.166,0.21,35,19.733
36236,12/31/22,NARI,INARI MEDICAL INC,422.905,504.152,54.022,-28.099,56.174,87.15,-46.001,383.471,63.56,35,3433.638
36237,12/31/22,TOI,ONCOLOGY INSTITUTE INC (THE),130.418,261.665,73.266,-68.974,29.72,138.49,-63.082,252.483,1.65,35,120.889
36260,12/31/22,LUNG,PULMONX CORP,168.953,193.676,37.556,-58.637,18.492,39.669,-348.743,53.662,8.43,35,316.597
36263,2/28/22,ACCD,ACCOLADE INC,409.137,1285.529,67.098,-157.922,111.753,429.735,-494.644,310.021,26.36,35,1768.703
36300,12/31/22,LYRA,LYRA THERAPEUTICS INC,100.829,109.968,31.828,-54.99,14.47,29.214,-248.665,1.363,3.14,35,99.94
36302,10/31/22,ADXS,AYALA PHARMACEUTIC INC,25.759,25.93,1.816,-16.265,2.303,2.303,-442.959,0.25,0.400101,35,0.727
36333,12/31/22,LUMO,LUMOS PHARMA INC,72.009,72.292,8.268,-32.04,6.708,12.708,-127.492,1.523,3.61,35,29.847
36356,9/30/22,SONN,SONNET BIOTHERAPEUTICS HOLD,5.414,5.83,5.545,-28.699,8.165,8.369,-91.411,0.35,1.15,35,6.377
36464,12/31/22,PLRX,PLIANT THERAPEUTICS IN,340.311,350.613,48.941,-127.2,23.913,37.271,-340.37,9.685,19.33,35,946.03
36471,12/31/22,BNR,BURNING ROCK BIOTECH LIMITED,182.504,230.162,102.643,-142.146,59.655,62.218,-487.979,81.662,2.25,35,230.947
36473,12/31/22,RNA,AVIDITY BIOSCIENCE INC,622.942,638.8,69.768,-178.913,51.908,60.725,-361.242,9.224,22.19,35,1548.152
36474,12/31/22,RPRX,ROYALTY PHARMA PLC,2554.908,16813.466,443.166,922.892,1166.783,7288.093,1961.883,2237.215,39.52,35,17513.92
36475,12/31/22,QLGN,QUALIGEN THERAPEUTICS INC,10.821,19.083,4.211,-17.942,8.608,10.316,-103.334,4.984,1.289,35,5.428
36482,12/31/22,LEGN,LEGEND BIOTEC COR -ADR,1099.119,1330.963,165.067,-458.054,297.788,586.651,-951.785,117.005,49.92,35,8240.145
36506,12/31/22,TMBRQ,TIMBER PHARMACEUTICALS INC,9.813,10.276,2.969,-19.236,5.041,5.041,-48.264,0.083,1.75,35,5.196
36525,12/31/22,HSTO,HISTOGEN INC,13.456,19.073,4.272,-10.643,1.234,5.697,-88.273,3.769,0.83,35,3.546
36556,12/31/22,RPTX,REPARE THERAPEUTIC INC,353.979,364.075,42.036,-19.796,78.619,84.558,-239.741,131.83,14.71,35,618.35
36571,12/31/22,FUSN,FUSION PHARMACEUTI INC,178.998,219.064,44.806,-88.034,15.067,56.843,-282.331,1.461,3.15,35,141.139
36619,12/31/22,BIOR,BIORA THERAPEUTICS INC,38.116,53.525,223.212,-61.781,23.305,155.812,-826.843,0.305,0.1317,35,29.397
36677,12/31/22,RLAY,RELAY THERAPEUTICS INC,1019.505,1099.771,121.112,-310.952,63.709,149.553,-1069.029,1.381,14.94,35,1809.413
36678,12/31/22,GLSHQ,GELESIS HOLDINGS INC,23.496,103.324,73.325,-121.806,78.346,115.79,-322.531,25.767,0.2904,35,21.294
36679,12/31/22,ITOS,ITEOS THERAPEUTICS INC,628.298,754.991,35.611,126.324,42,91.659,227.631,267.63,19.53,35,695.483
36700,12/31/22,IMTX,IMMATICS NV,403.08,435.854,76.671,31.986,113.77,208.037,-536.274,184.712,8.71,35,667.804
36757,12/31/22,AFIB,ACUTUS MEDICAL INC,117.867,133.44,28.555,-98.139,19.872,58.421,-519.183,16.363,1.15,35,32.838
36767,11/30/22,NRIX,NURIX THERAPEUTICS INC,318.449,416.759,47.172,-183.867,70.655,113.063,-405.571,38.627,10.98,35,517.949
36787,12/31/22,IKT,INHIBIKASE THERAPE INC,24.371,24.936,25.227,-18.129,3.695,3.901,-47.767,0.123,0.5,35,12.614
36808,12/31/22,LIFW,MSP RECOVERY INC,51.357,3417.945,3223.714,-331.478,115.715,1230.673,-29.203,23.42,1.6,35,5157.942
36819,12/31/22,KYMR,KYMERA THERAPEUTIC INC,419.416,603.134,55.039,-161.256,71.343,112.983,-388.739,46.826,24.96,35,1373.773
36828,12/31/22,CVAC,CUREVAC N.V.,624.176,919.623,194.954,-240.781,166.964,349.713,-1395.728,111.755,6.03,35,1175.573
36847,12/31/22,HRMY,HARMONY BIOSC HOLD INC,400.285,673.87,59.616,120.186,78.884,271.032,-272.281,437.855,55.1,35,3284.842
36857,12/31/22,NNOX,NANO X IMAGING LTD,82.461,253.933,55.094,-79.017,25.074,37.253,-261.431,8.578,7.38,35,406.594
36860,9/30/22,UPC,UNIVERSE PHARMACEU INC,41.506,59.54,21.75,-7.439,13.098,13.098,17.095,40.143,1.45,35,31.538
36881,12/31/22,CMRA,COMERA LIFE SCIENCES HLD INC,3.063,3.727,16.709,-10.47,5.059,5.457,-34.904,0.633,1.23,35,20.552
36885,12/31/22,OM,OUTSET MEDICAL INC,373.645,400.115,48.465,-161.019,51.949,154.125,-789.514,115.375,25.82,35,1251.366
36929,12/31/22,LNSR,LENSAR INC,33.716,55.844,11.093,-20.177,11.421,13.86,-97.508,35.358,2.96,35,32.835
36950,12/31/22,AMWL,AMERICAN WELL CORP,626.616,1217.557,277.14,-263.7,114.056,133.706,-1098.997,277.19,2.83,35,784.306
36985,12/31/22,ELUT,ELUTIA INC,50.699,68.841,16.136,-24.44,42.615,73.874,-137.988,49.187,4.25,35,68.578
36987,12/31/22,ACET,ADICET BIO INC,261.038,330.69,42.955,-72.551,19.707,38.352,-238.114,24.99,8.94,35,384.018
37013,12/31/22,TSHA,TAYSHA GENE THERPS INC,96.417,126.276,63.208,-123.427,62.79,125.327,-401.441,2.502,2.26,35,142.85
37023,12/31/22,GDRX,GOODRX HLDGS INC,919.686,1604.631,397.025,37.162,76.32,789.804,-1448.535,766.554,4.66,35,1850.137
